,val_loss,val_dice_coef,loss,dice_coef
0,0.7969677107301272,0.2030322895110245,0.7593048683234623,0.2406951324843768
1,0.7406395634538249,0.2593604393950197,0.28088940239341037,0.7191105976265466
2,0.7249217381079992,0.2750782601817268,0.23236152909714775,0.767638470958347
3,0.7573147995355434,0.2426852024893964,0.21618950585449548,0.7838104943700016
4,0.7233784353001076,0.27662156521371045,0.20801781152461404,0.7919821885766737
5,0.7590647743160563,0.24093522360732791,0.19861393964342905,0.8013860604160711
6,0.7015597748577147,0.29844022581410334,0.1857714624165144,0.8142285375492344
7,0.7086454434577086,0.2913545562894866,0.19239263666938422,0.8076073635391927
8,0.7025174149370432,0.2974825873815018,0.1803393958411868,0.8196606039448343
9,0.7036182019570119,0.2963817978507451,0.17909058633454164,0.8209094135592264
10,0.6810446240773476,0.31895537302103777,0.181290185597158,0.8187098143444547
11,0.6857436099521498,0.314256392101468,0.16925963574558273,0.8307403639447393
12,0.6058435977476283,0.39415640263414015,0.1716673674253294,0.8283326326151397
13,0.7164275633511985,0.2835724377311788,0.16623553984744804,0.8337644599573892
14,0.6170943825316608,0.3829056159337364,0.16636193812565697,0.8336380617772733
15,0.40793018528542724,0.592069813868915,0.17121141231187006,0.8287885878029483
16,0.5816476629640823,0.4183523381815696,0.17101874329467168,0.8289812568210913
17,0.5672493000003628,0.43275069885129014,0.1654485131527547,0.8345514865592027
18,0.6815083028006375,0.3184916968883869,0.15583023416779393,0.8441697660034475
19,0.7064694772686875,0.2935305213792384,0.15865420074876688,0.8413457993845767
20,0.7301745151816156,0.2698254887203233,0.15558024057955072,0.8444197593119608
