,val_loss,val_dice_coef,loss,dice_coef
0,0.8077879323248278,0.19221206654499629,0.7513974516892941,0.24860254721208536
1,0.7389480706519053,0.2610519298136819,0.2795532083227521,0.7204467914956454
2,0.7498867106542253,0.25011328852447823,0.2194059178289166,0.7805940818241963
3,0.7218675230604067,0.2781324766550503,0.19805877954514703,0.8019412204317673
4,0.7395327325378146,0.26046726573930273,0.19687490165233612,0.8031250982562641
5,0.7311075164336609,0.26889248191945453,0.19187403615928234,0.8081259638536459
6,0.7200990251281805,0.2799009775742012,0.18764727532788925,0.812352724711688
7,0.7025498235434816,0.2974501782066289,0.1799452678116043,0.8200547322009784
8,0.7074885719028631,0.29251143100866883,0.17467718796435752,0.8253228119603582
9,0.6969924889187467,0.30300751102424045,0.17982125908771254,0.8201787407182626
10,0.7019701790167275,0.2980298237573481,0.18335781873841034,0.8166421813551292
11,0.6488552396757561,0.3511447600039439,0.17507662859402204,0.8249233714577248
12,0.6748311942382564,0.3251688073571535,0.16522823576640366,0.8347717640067139
13,0.7225463028091536,0.27745369667228,0.1682115319304,0.8317884681565064
14,0.6319394256910286,0.36806057301128614,0.16103205148289376,0.8389679486972755
15,0.6992719860229277,0.30072801419281403,0.16228565425240904,0.8377143454898279
16,0.5944041037992726,0.405595894586323,0.15353600175719812,0.8464639981053035
17,0.5092134496995381,0.490786550389736,0.15879147952623235,0.841208520540675
18,0.5274480822540465,0.47255191730331764,0.15381086898738877,0.8461891309027776
19,0.49326519585940476,0.5067348040146941,0.15657736935225644,0.8434226308399393
20,0.5297043392607442,0.47029565976196774,0.1462409524503806,0.8537590474984825
21,0.5255904170056632,0.4744095829675705,0.1572309353372507,0.842769064420488
22,0.6560948788372795,0.343905119977503,0.15664821237624438,0.8433517880087978
23,0.5465265287641894,0.4534734724005013,0.1473771366185712,0.8526228635956035
24,0.4019674796583061,0.5980325195608699,0.13980926009347863,0.8601907399286649
25,0.6830642386561349,0.31693576120698563,0.1480381003391922,0.8519618995930117
26,0.24153630528832437,0.7584636944428123,0.14177007107694345,0.8582299289824324
27,0.49889603014428513,0.5011039697042441,0.13239368500379392,0.8676063148678602
28,0.40435600725182314,0.5956439929876373,0.1321072169488534,0.867892782992882
29,0.1890333140254917,0.8109666854865798,0.13141555989856707,0.8685844401865128
30,0.20410697072520292,0.7958930292744313,0.13169600653058305,0.8683039935946685
31,0.2414456850155852,0.758554315028107,0.13860240338701652,0.8613975966381809
32,0.21679616478600897,0.783203835448031,0.125322861779005,0.8746771383413902
33,0.20638597922815116,0.7936140215679234,0.12544360079972966,0.8745563990661233
34,0.2010214683928884,0.7989785324293416,0.13221924134849905,0.8677807588994534
