,val_loss,val_dice_coef,loss,dice_coef
0,0.623441423128422,0.3765585767681146,0.1218837764403575,0.8781162236808572
1,0.656749370328167,0.3432506295097633,0.12749259469839266,0.8725074054026319
2,0.640164047965131,0.3598359517578723,0.11220288356033184,0.8877971163662466
3,0.5734587418928481,0.426541260134357,0.11225416287219614,0.8877458372028699
4,0.5919024717613569,0.4080975301620281,0.11190955544399438,0.8880904443880302
5,0.6210416447100484,0.3789583561677174,0.10749730775903042,0.8925026922774422
6,0.5877902557079057,0.41220974340691113,0.11173850662987632,0.888261493457098
7,0.6252881470778233,0.3747118535636457,0.09896209758512657,0.9010379022640647
8,0.507774391157884,0.4922256086463266,0.10274114813608932,0.8972588518790188
9,0.5611984444441354,0.4388015532308293,0.09509814090858724,0.9049018590931766
10,0.5576808489579007,0.4423191532690299,0.0937134675252109,0.9062865323724345
11,0.5534505287656808,0.44654946894137876,0.08977646451620828,0.910223535576166
12,0.5919309976629745,0.4080690026141185,0.09212430270580121,0.9078756973677219
13,0.5972140199110323,0.40278598232067814,0.0908500528369183,0.9091499471684846
