,val_loss,val_dice_coef,loss,dice_coef
0,0.5095497926225638,0.49045020917707344,0.40740768307059033,0.5925923169620877
1,0.5145262157857269,0.4854737836082989,0.12378072114964775,0.876219278813006
2,0.4668859388669929,0.533114063952917,0.09819275876483821,0.9018072412351618
3,0.5142677562652076,0.48573224170091833,0.08890827467903159,0.9110917253046295
4,0.433097416521015,0.5669025842938472,0.08330780067912917,0.9166921993395439
5,0.4411809574019043,0.5588190423114003,0.08037030529744345,0.9196296947492394
6,0.5242064642652234,0.4757935352539383,0.0774151137691542,0.9225848862401823
7,0.4280371992734441,0.5719628012483665,0.07602049209606976,0.9239795079132668
8,0.42892562166640635,0.5710743788074336,0.07293773190419477,0.9270622680958053
9,0.4269103435122578,0.5730896556933774,0.0755006411395276,0.9244993588604724
10,0.44641277791563433,0.553587221457097,0.07043090895901348,0.9295690910409865
11,0.4175164670424354,0.5824835325805369,0.06916313758470062,0.9308368624152994
12,0.4153218706299488,0.5846781310899581,0.06676754354496946,0.933232456445694
13,0.4106257384582271,0.5893742629755765,0.06531294361503799,0.9346870563756254
14,0.4184268721960541,0.5815731290862539,0.06468729558109042,0.935312704409573
15,0.4208168515884189,0.57918314843061,0.062099305114575794,0.9379006948760876
16,0.3992188560185875,0.6007811435301025,0.06674439794288244,0.9332556020571176
17,0.401946915420972,0.5980530835342023,0.05929294407815862,0.9407070559218413
18,0.39911422559193205,0.6008857732909555,0.05965823043408549,0.9403417695659145
19,0.39258185779689847,0.6074181422383483,0.0574287517103635,0.9425712482896365
20,0.36179933131189274,0.6382006683548225,0.055464289578280056,0.9445357104217199
21,0.4024942972158131,0.5975057023072851,0.05482161974996552,0.9451783802500344
22,0.36881151619859803,0.6311884824015956,0.05301684693883834,0.9469831530611617
23,0.34818332125071,0.6518166792979697,0.05238481840692965,0.9476151815930703
24,0.3827311360746398,0.6172688641019831,0.051643488363813335,0.9483565116361866
25,0.30377041677335154,0.6962295831719356,0.05212792316288279,0.9478720768277806
26,0.37115469302300524,0.6288453075454755,0.049555910970632895,0.9504440890293671
27,0.3180259575595832,0.681974042654155,0.04953020717715261,0.9504697928228474
28,0.34525269736771597,0.6547473030518631,0.049857700192241144,0.9501422998381027
29,0.2768717793967192,0.7231282211609734,0.04760180611658216,0.9523981938834178
30,0.36911221569343317,0.6308877850956384,0.04691846030099051,0.9530815396990094
31,0.33525600771706804,0.6647439920814275,0.04695540741272738,0.9530445925872726
32,0.2525969240300936,0.747403075314453,0.04612464459617634,0.9538753554038236
33,0.44694182329010546,0.5530581759932933,0.04773465723247457,0.9522653427488523
34,0.3563848712988067,0.6436151280549431,0.04702472888437429,0.9529752711156257
35,0.2844985900143334,0.7155014091579186,0.04440208223828098,0.955597917761719
36,0.3334333154566605,0.6665666827967439,0.04805439837594379,0.9519456016240562
37,0.29294423885960924,0.7070557614885221,0.043189332001191336,0.9568106679988087
